ÃÒ¨é¥N½X	Â²ºÙ	¦~¤ë¤é	¶}½L»ù(¤¸)	³Ì°ª»ù(¤¸)	³Ì§C»ù(¤¸)	¦¬½L»ù(¤¸)	¦¨¥æ­È(¤d¤¸)
1417   	¹Å¸Î         	20150805	    6.63	    6.75	    6.55	    6.75	        1414
1417   	¹Å¸Î         	20150806	    6.75	    6.83	    6.67	    6.69	        1206
1417   	¹Å¸Î         	20150807	    6.62	    6.96	    6.62	    6.90	        7730
1417   	¹Å¸Î         	20150810	    6.80	    6.97	    6.80	    6.86	        2139
1417   	¹Å¸Î         	20150811	    6.91	    6.94	    6.80	    6.81	        3442
1417   	¹Å¸Î         	20150812	    6.74	    6.80	    6.71	    6.72	        2945
1417   	¹Å¸Î         	20150813	    6.75	    6.81	    6.70	    6.78	        1363
1417   	¹Å¸Î         	20150814	    6.66	    6.75	    6.66	    6.71	        2519
1417   	¹Å¸Î         	20150817	    6.62	    6.70	    6.52	    6.52	        1759
1417   	¹Å¸Î         	20150818	    6.52	    6.59	    6.52	    6.53	        1531
1417   	¹Å¸Î         	20150819	    6.53	    6.53	    6.31	    6.40	        2225
1417   	¹Å¸Î         	20150820	    6.22	    6.55	    6.22	    6.53	        2088
1417   	¹Å¸Î         	20150821	    6.21	    6.40	    6.14	    6.30	        4092
1417   	¹Å¸Î         	20150824	    5.69	    5.85	    5.67	    5.67	       10451
1417   	¹Å¸Î         	20150825	    5.19	    5.49	    5.19	    5.39	        7274
1417   	¹Å¸Î         	20150826	    5.30	    5.37	    5.20	    5.36	        4217
1417   	¹Å¸Î         	20150827	    5.36	    5.50	    5.35	    5.40	        5468
1417   	¹Å¸Î         	20150828	    5.50	    5.60	    5.42	    5.59	        6617
1417   	¹Å¸Î         	20150831	    5.65	    5.65	    5.50	    5.59	        1789
1417   	¹Å¸Î         	20150901	    5.55	    5.76	    5.55	    5.68	        3129
1417   	¹Å¸Î         	20150902	    5.59	    5.67	    5.54	    5.67	        2409
1417   	¹Å¸Î         	20150903	    5.72	    5.85	    5.61	    5.80	        4600
1417   	¹Å¸Î         	20150904	    5.82	    5.86	    5.71	    5.80	        4244
1417   	¹Å¸Î         	20150907	    5.72	    5.77	    5.70	    5.71	        1433
1417   	¹Å¸Î         	20150908	    5.71	    5.80	    5.71	    5.77	        1237
1417   	¹Å¸Î         	20150909	    5.88	    5.93	    5.77	    5.89	        6083
1417   	¹Å¸Î         	20150910	    5.89	    5.90	    5.81	    5.88	        2800
1417   	¹Å¸Î         	20150911	    5.88	    5.92	    5.82	    5.92	        3382
1417   	¹Å¸Î         	20150914	    5.92	    5.92	    5.81	    5.88	        2372
1417   	¹Å¸Î         	20150915	    5.83	    5.87	    5.78	    5.80	        1965
1417   	¹Å¸Î         	20150916	    5.85	    6.05	    5.81	    6.05	        8251
1417   	¹Å¸Î         	20150917	    6.06	    6.06	    5.98	    6.03	        4060
1417   	¹Å¸Î         	20150918	    6.03	    6.14	    5.98	    6.13	        4330
1417   	¹Å¸Î         	20150921	    6.08	    6.09	    5.93	    6.04	        3730
1417   	¹Å¸Î         	20150922	    6.00	    6.13	    6.00	    6.08	        2699
1417   	¹Å¸Î         	20150923	    6.02	    6.02	    5.90	    5.99	        2261
1417   	¹Å¸Î         	20150924	    5.98	    5.98	    5.69	    5.75	        3206
1417   	¹Å¸Î         	20150925	    5.75	    5.82	    5.71	    5.79	        1835
1417   	¹Å¸Î         	20150930	    5.73	    5.79	    5.70	    5.79	        1306
1417   	¹Å¸Î         	20151001	    5.75	    5.83	    5.72	    5.83	        3550
1417   	¹Å¸Î         	20151002	    5.78	    5.89	    5.75	    5.85	        3815
1417   	¹Å¸Î         	20151005	    5.85	    5.95	    5.85	    5.94	        3732
1417   	¹Å¸Î         	20151006	    6.00	    6.00	    5.91	    5.93	        3049
1417   	¹Å¸Î         	20151007	    5.91	    5.94	    5.84	    5.93	        3581
1417   	¹Å¸Î         	20151008	    5.94	    5.94	    5.80	    5.80	        2409
1417   	¹Å¸Î         	20151012	    5.87	    5.97	    5.85	    5.93	        5735
1417   	¹Å¸Î         	20151013	    5.91	    5.95	    5.85	    5.93	        1629
1417   	¹Å¸Î         	20151014	    5.94	    6.03	    5.88	    6.01	        7361
1417   	¹Å¸Î         	20151015	    6.02	    6.20	    5.97	    6.19	       12533
1417   	¹Å¸Î         	20151016	    6.22	    6.25	    6.06	    6.09	        5589
1417   	¹Å¸Î         	20151019	    6.11	    6.16	    6.04	    6.08	        3006
1417   	¹Å¸Î         	20151020	    6.13	    6.14	    6.06	    6.13	        4563
1417   	¹Å¸Î         	20151021	    6.11	    6.11	    6.04	    6.10	        2926
1417   	¹Å¸Î         	20151022	    6.10	    6.15	    6.09	    6.11	        5018
1417   	¹Å¸Î         	20151023	    6.14	    6.15	    6.08	    6.08	        8487
1417   	¹Å¸Î         	20151026	    6.08	    6.10	    6.00	    6.06	        4399
1417   	¹Å¸Î         	20151027	    6.03	    6.06	    5.88	    5.92	        5237
1417   	¹Å¸Î         	20151028	    5.92	    5.95	    5.82	    5.88	        2994
1417   	¹Å¸Î         	20151029	    5.88	    5.89	    5.78	    5.86	        2821
1417   	¹Å¸Î         	20151030	    5.86	    5.92	    5.80	    5.88	        4111
1417   	¹Å¸Î         	20151102	    5.84	    5.89	    5.82	    5.86	        2515
1417   	¹Å¸Î         	20151103	    5.87	    5.92	    5.85	    5.86	        2552
1417   	¹Å¸Î         	20151104	    5.92	    6.04	    5.88	    6.02	        6221
1417   	¹Å¸Î         	20151105	    6.00	    6.05	    5.97	    6.00	        2897
1417   	¹Å¸Î         	20151106	    6.00	    6.00	    5.90	    5.91	        4778
1417   	¹Å¸Î         	20151109	    5.96	    5.96	    5.82	    5.82	        2951
1417   	¹Å¸Î         	20151110	    5.81	    5.84	    5.77	    5.78	        2702
1417   	¹Å¸Î         	20151111	    5.78	    5.79	    5.67	    5.67	        3852
1417   	¹Å¸Î         	20151112	    5.68	    5.73	    5.59	    5.61	        2979
1417   	¹Å¸Î         	20151113	    5.50	    5.58	    5.43	    5.47	        4909
1417   	¹Å¸Î         	20151116	    5.44	    5.44	    5.32	    5.32	        3454
1417   	¹Å¸Î         	20151117	    5.35	    5.43	    5.35	    5.36	        3192
1417   	¹Å¸Î         	20151118	    5.35	    5.41	    5.32	    5.33	        2410
1417   	¹Å¸Î         	20151119	    5.36	    5.39	    5.30	    5.36	        2629
1417   	¹Å¸Î         	20151120	    5.36	    5.44	    5.35	    5.39	        2550
1417   	¹Å¸Î         	20151123	    5.37	    5.42	    5.32	    5.37	        1982
1417   	¹Å¸Î         	20151124	    5.37	    5.37	    5.22	    5.29	        3047
1417   	¹Å¸Î         	20151125	    5.29	    5.29	    5.11	    5.13	        3071
1417   	¹Å¸Î         	20151126	    5.13	    5.20	    5.12	    5.16	        3408
1417   	¹Å¸Î         	20151127	    5.21	    5.21	    5.00	    5.06	        7506
1417   	¹Å¸Î         	20151130	    5.04	    5.04	    4.80	    4.87	        7715
1417   	¹Å¸Î         	20151201	    4.88	    5.05	    4.83	    4.94	        6274
1417   	¹Å¸Î         	20151202	    4.96	    5.03	    4.94	    5.01	        4037
1417   	¹Å¸Î         	20151203	    4.97	    5.05	    4.96	    5.02	        3111
1417   	¹Å¸Î         	20151204	    4.97	    5.02	    4.92	    4.98	        2736
1417   	¹Å¸Î         	20151207	    4.99	    5.00	    4.85	    4.89	        3434
1417   	¹Å¸Î         	20151208	    4.90	    4.90	    4.71	    4.75	        5291
1417   	¹Å¸Î         	20151209	    4.73	    4.73	    4.58	    4.60	        6395
1417   	¹Å¸Î         	20151210	    4.60	    4.60	    4.46	    4.55	        4924
1417   	¹Å¸Î         	20151211	    4.60	    5.00	    4.60	    5.00	       14225
1417   	¹Å¸Î         	20151214	    5.09	    5.17	    4.90	    4.93	       14655
1417   	¹Å¸Î         	20151215	    4.94	    4.99	    4.62	    4.74	       10621
1417   	¹Å¸Î         	20151216	    4.85	    4.97	    4.76	    4.89	        7046
1417   	¹Å¸Î         	20151217	    4.90	    4.97	    4.85	    4.90	        3162
1417   	¹Å¸Î         	20151218	    4.88	    5.06	    4.80	    4.97	        5820
1417   	¹Å¸Î         	20151221	    4.93	    5.02	    4.90	    4.98	        4675
1417   	¹Å¸Î         	20151222	    4.99	    5.03	    4.95	    4.96	        2105
1417   	¹Å¸Î         	20151223	    4.96	    5.05	    4.95	    4.97	        3020
1417   	¹Å¸Î         	20151224	    5.03	    5.10	    4.98	    5.05	        5867
1417   	¹Å¸Î         	20151225	    5.07	    5.13	    5.04	    5.08	        3585
1417   	¹Å¸Î         	20151228	    5.08	    5.38	    5.04	    5.37	       10988
1417   	¹Å¸Î         	20151229	    5.33	    5.54	    5.08	    5.08	       27400
1417   	¹Å¸Î         	20151230	    5.15	    5.35	    5.15	    5.23	        8304
