ÃÒ¨é¥N½X	Â²ºÙ	¦~¤ë¤é	¶}½L»ù(¤¸)	³Ì°ª»ù(¤¸)	³Ì§C»ù(¤¸)	¦¬½L»ù(¤¸)	¦¨¥æ­È(¤d¤¸)
1417   	¹Å¸Î         	20121126	    8.41	    8.54	    8.41	    8.50	       12919
1417   	¹Å¸Î         	20121127	    8.51	    8.55	    8.46	    8.47	        4690
1417   	¹Å¸Î         	20121128	    8.42	    8.48	    8.42	    8.42	        4286
1417   	¹Å¸Î         	20121129	    8.47	    8.59	    8.47	    8.54	        9872
1417   	¹Å¸Î         	20121130	    8.56	    8.83	    8.56	    8.69	       24033
1417   	¹Å¸Î         	20121203	    8.72	    8.77	    8.68	    8.68	       10354
1417   	¹Å¸Î         	20121204	    8.67	    8.70	    8.60	    8.63	        8945
1417   	¹Å¸Î         	20121205	    8.64	    8.83	    8.64	    8.79	       16101
1417   	¹Å¸Î         	20121206	    8.79	    8.93	    8.74	    8.75	       15582
1417   	¹Å¸Î         	20121207	    8.79	    8.82	    8.68	    8.68	        7950
1417   	¹Å¸Î         	20121210	    8.69	    8.90	    8.69	    8.81	       13635
1417   	¹Å¸Î         	20121211	    8.74	    8.74	    8.59	    8.59	       21387
1417   	¹Å¸Î         	20121212	    8.65	    8.83	    8.65	    8.71	       21103
1417   	¹Å¸Î         	20121213	    8.72	    9.13	    8.71	    9.07	      100974
1417   	¹Å¸Î         	20121214	    9.07	    9.07	    8.93	    8.94	       25846
1417   	¹Å¸Î         	20121217	    8.94	    9.23	    8.93	    9.05	       44643
1417   	¹Å¸Î         	20121218	    9.07	    9.11	    8.90	    8.90	       17357
1417   	¹Å¸Î         	20121219	    8.99	    9.06	    8.90	    8.92	       10916
1417   	¹Å¸Î         	20121220	    8.92	    8.96	    8.81	    8.83	        8211
1417   	¹Å¸Î         	20121221	    8.83	    8.84	    8.65	    8.68	       13645
1417   	¹Å¸Î         	20121222	    8.68	    8.73	    8.65	    8.71	        4440
1417   	¹Å¸Î         	20121224	    8.71	    8.86	    8.71	    8.74	        9516
1417   	¹Å¸Î         	20121225	    8.79	    8.84	    8.70	    8.82	        8150
1417   	¹Å¸Î         	20121226	    8.87	    8.95	    8.83	    8.85	       12123
1417   	¹Å¸Î         	20121227	    8.85	    8.88	    8.79	    8.84	        7375
1417   	¹Å¸Î         	20121228	    8.88	    8.96	    8.82	    8.84	        8126
1417   	¹Å¸Î         	20130102	    8.97	    8.98	    8.88	    8.91	       10975
1417   	¹Å¸Î         	20130103	    9.01	    9.11	    8.97	    9.03	       26255
1417   	¹Å¸Î         	20130104	    9.03	    9.07	    8.98	    9.02	        9943
1417   	¹Å¸Î         	20130107	    9.02	    9.17	    9.02	    9.11	       20904
1417   	¹Å¸Î         	20130108	    9.11	    9.11	    8.96	    8.97	        9400
1417   	¹Å¸Î         	20130109	    8.96	    9.06	    8.96	    8.97	        6690
1417   	¹Å¸Î         	20130110	    8.98	    9.10	    8.98	    9.09	       16054
1417   	¹Å¸Î         	20130111	    9.16	    9.34	    9.16	    9.21	       38157
1417   	¹Å¸Î         	20130114	    9.21	    9.22	    9.00	    9.08	       13669
1417   	¹Å¸Î         	20130115	    9.12	    9.16	    8.98	    8.98	       11971
1417   	¹Å¸Î         	20130116	    9.07	    9.07	    8.96	    8.96	        9636
1417   	¹Å¸Î         	20130117	    8.96	    9.06	    8.64	    8.68	       15611
1417   	¹Å¸Î         	20130118	    8.84	    8.84	    8.74	    8.81	        4219
1417   	¹Å¸Î         	20130121	    8.88	    8.88	    8.76	    8.80	        4323
1417   	¹Å¸Î         	20130122	    8.80	    8.84	    8.72	    8.79	        6333
1417   	¹Å¸Î         	20130123	    8.79	    8.79	    8.71	    8.72	        6083
1417   	¹Å¸Î         	20130124	    8.72	    8.72	    8.67	    8.68	        8334
1417   	¹Å¸Î         	20130125	    8.68	    8.72	    8.64	    8.64	        4110
1417   	¹Å¸Î         	20130128	    8.66	    8.72	    8.66	    8.67	        5038
1417   	¹Å¸Î         	20130129	    8.68	    8.74	    8.68	    8.72	        5436
1417   	¹Å¸Î         	20130130	    8.74	    8.79	    8.74	    8.76	        5551
1417   	¹Å¸Î         	20130131	    8.71	    8.76	    8.68	    8.69	        7414
1417   	¹Å¸Î         	20130201	    8.79	    8.79	    8.70	    8.74	        5963
1417   	¹Å¸Î         	20130204	    8.79	    8.82	    8.73	    8.76	        7579
1417   	¹Å¸Î         	20130205	    8.74	    8.76	    8.70	    8.72	        4114
1417   	¹Å¸Î         	20130206	    8.77	    8.78	    8.70	    8.72	        6725
1417   	¹Å¸Î         	20130218	    8.78	    8.78	    8.59	    8.59	       14947
1417   	¹Å¸Î         	20130219	    8.59	    8.65	    8.57	    8.59	        8015
1417   	¹Å¸Î         	20130220	    8.60	    8.65	    8.59	    8.62	       10011
1417   	¹Å¸Î         	20130221	    8.62	    8.62	    8.59	    8.59	        4836
1417   	¹Å¸Î         	20130222	    8.57	    8.65	    8.56	    8.59	        4608
1417   	¹Å¸Î         	20130223	    8.60	    8.64	    8.59	    8.62	        5526
1417   	¹Å¸Î         	20130225	    8.62	    8.71	    8.62	    8.62	        7702
1417   	¹Å¸Î         	20130226	    8.60	    8.62	    8.51	    8.54	        4979
1417   	¹Å¸Î         	20130227	    8.55	    8.56	    8.49	    8.51	        5639
1417   	¹Å¸Î         	20130301	    8.56	    8.59	    8.49	    8.52	        4741
1417   	¹Å¸Î         	20130304	    8.53	    8.53	    8.33	    8.37	       12108
1417   	¹Å¸Î         	20130305	    8.37	    8.42	    8.33	    8.36	        7797
1417   	¹Å¸Î         	20130306	    8.41	    8.42	    8.36	    8.38	        5708
1417   	¹Å¸Î         	20130307	    8.39	    8.47	    8.39	    8.47	        5979
1417   	¹Å¸Î         	20130308	    8.49	    8.51	    8.46	    8.47	        5623
1417   	¹Å¸Î         	20130311	    8.47	    8.52	    8.47	    8.49	        5454
1417   	¹Å¸Î         	20130312	    8.49	    8.53	    8.42	    8.45	        4911
1417   	¹Å¸Î         	20130313	    8.45	    8.47	    8.41	    8.45	        4902
1417   	¹Å¸Î         	20130314	    8.47	    8.47	    8.42	    8.44	        3855
1417   	¹Å¸Î         	20130315	    8.44	    8.48	    8.41	    8.42	        6979
1417   	¹Å¸Î         	20130318	    8.42	    8.42	    8.30	    8.31	        9135
1417   	¹Å¸Î         	20130319	    8.31	    8.37	    8.31	    8.32	        7065
1417   	¹Å¸Î         	20130320	    8.33	    8.38	    8.30	    8.36	        6325
1417   	¹Å¸Î         	20130321	    8.42	    8.42	    8.32	    8.34	        5859
1417   	¹Å¸Î         	20130322	    8.33	    8.33	    8.25	    8.30	        3986
1417   	¹Å¸Î         	20130325	    8.33	    8.41	    8.33	    8.34	        4677
1417   	¹Å¸Î         	20130326	    8.34	    8.41	    8.33	    8.35	        4723
1417   	¹Å¸Î         	20130327	    8.35	    8.39	    8.34	    8.34	        4300
1417   	¹Å¸Î         	20130328	    8.43	    8.70	    8.42	    8.70	       48579
1417   	¹Å¸Î         	20130329	    8.74	    8.74	    8.62	    8.64	       16798
1417   	¹Å¸Î         	20130401	    8.69	    8.70	    8.61	    8.61	        7109
1417   	¹Å¸Î         	20130402	    8.60	    8.75	    8.60	    8.62	       21362
1417   	¹Å¸Î         	20130403	    8.65	    8.69	    8.60	    8.64	        6139
1417   	¹Å¸Î         	20130408	    8.53	    8.54	    8.38	    8.43	       10411
1417   	¹Å¸Î         	20130409	    8.59	    8.59	    8.42	    8.44	        5642
1417   	¹Å¸Î         	20130410	    8.47	    8.47	    8.40	    8.42	        5370
1417   	¹Å¸Î         	20130411	    8.46	    8.56	    8.44	    8.56	        7731
1417   	¹Å¸Î         	20130412	    8.49	    8.63	    8.47	    8.51	        5352
1417   	¹Å¸Î         	20130415	    8.51	    8.56	    8.46	    8.47	        5838
1417   	¹Å¸Î         	20130416	    8.42	    8.47	    8.39	    8.47	        3352
1417   	¹Å¸Î         	20130417	    8.56	    8.56	    8.40	    8.46	        4598
1417   	¹Å¸Î         	20130418	    8.42	    8.47	    8.41	    8.43	        4957
1417   	¹Å¸Î         	20130419	    8.45	    8.55	    8.45	    8.52	        6928
1417   	¹Å¸Î         	20130422	    8.53	    8.56	    8.49	    8.55	        6976
1417   	¹Å¸Î         	20130423	    8.55	    8.60	    8.54	    8.59	        9058
1417   	¹Å¸Î         	20130424	    8.60	    8.82	    8.60	    8.69	       19020
1417   	¹Å¸Î         	20130425	    8.68	    8.69	    8.60	    8.62	        7997
1417   	¹Å¸Î         	20130426	    8.65	    8.81	    8.65	    8.69	       17667
1417   	¹Å¸Î         	20130429	    8.75	    8.81	    8.72	    8.76	       16519
1417   	¹Å¸Î         	20130430	    8.79	    8.80	    8.74	    8.77	       14202
1417   	¹Å¸Î         	20130502	    8.77	    8.77	    8.70	    8.72	        8192
1417   	¹Å¸Î         	20130503	    8.72	    8.95	    8.72	    8.85	       59068
1417   	¹Å¸Î         	20130506	    8.89	    8.91	    8.80	    8.84	       17936
1417   	¹Å¸Î         	20130507	    8.84	    8.88	    8.77	    8.77	       12847
1417   	¹Å¸Î         	20130508	    8.84	    8.84	    8.75	    8.77	       12843
1417   	¹Å¸Î         	20130509	    8.83	    8.83	    8.78	    8.83	        8254
1417   	¹Å¸Î         	20130510	    8.83	    8.92	    8.83	    8.86	        8971
1417   	¹Å¸Î         	20130513	    8.93	    8.93	    8.80	    8.84	       10171
1417   	¹Å¸Î         	20130514	    8.86	    8.91	    8.84	    8.84	        8383
1417   	¹Å¸Î         	20130515	    8.77	    8.79	    8.68	    8.79	       17392
1417   	¹Å¸Î         	20130516	    8.79	    8.83	    8.73	    8.75	       12893
1417   	¹Å¸Î         	20130517	    8.75	    8.84	    8.74	    8.77	       12266
1417   	¹Å¸Î         	20130520	    8.77	    8.83	    8.76	    8.78	        7755
1417   	¹Å¸Î         	20130521	    8.79	    8.85	    8.79	    8.83	        7193
1417   	¹Å¸Î         	20130522	    8.83	    9.11	    8.83	    9.07	       53324
1417   	¹Å¸Î         	20130523	    9.03	    9.05	    8.84	    8.85	       20626
1417   	¹Å¸Î         	20130524	    8.85	    8.96	    8.76	    8.79	       10062
1417   	¹Å¸Î         	20130527	    8.79	    8.84	    8.77	    8.83	        3889
1417   	¹Å¸Î         	20130528	    8.87	    8.87	    8.80	    8.81	        5087
1417   	¹Å¸Î         	20130529	    8.82	    8.90	    8.82	    8.84	       11835
1417   	¹Å¸Î         	20130530	    8.79	    8.81	    8.76	    8.79	       11352
1417   	¹Å¸Î         	20130531	    8.82	    8.84	    8.79	    8.84	       13219
1417   	¹Å¸Î         	20130603	    8.75	    8.82	    8.71	    8.77	        7575
1417   	¹Å¸Î         	20130604	    8.79	    8.79	    8.70	    8.72	        6911
1417   	¹Å¸Î         	20130605	    8.72	    8.78	    8.70	    8.72	        7052
1417   	¹Å¸Î         	20130606	    8.75	    8.85	    8.71	    8.71	        9586
1417   	¹Å¸Î         	20130607	    8.79	    8.83	    8.70	    8.71	       11425
1417   	¹Å¸Î         	20130610	    8.72	    8.81	    8.72	    8.78	        7282
1417   	¹Å¸Î         	20130611	    8.79	    8.84	    8.74	    8.77	        6751
1417   	¹Å¸Î         	20130613	    8.72	    8.77	    8.53	    8.59	       12810
1417   	¹Å¸Î         	20130614	    8.62	    8.66	    8.49	    8.50	        7224
1417   	¹Å¸Î         	20130617	    8.50	    8.59	    8.50	    8.53	        3605
1417   	¹Å¸Î         	20130618	    8.53	    8.62	    8.51	    8.58	        6109
1417   	¹Å¸Î         	20130619	    8.58	    8.66	    8.56	    8.61	        3626
1417   	¹Å¸Î         	20130620	    8.60	    8.64	    8.50	    8.60	       10169
1417   	¹Å¸Î         	20130621	    8.47	    8.50	    8.42	    8.50	        6490
1417   	¹Å¸Î         	20130624	    8.51	    8.58	    8.51	    8.55	        2589
1417   	¹Å¸Î         	20130625	    8.52	    8.59	    8.44	    8.45	        3678
1417   	¹Å¸Î         	20130626	    8.50	    8.59	    8.49	    8.51	        5777
1417   	¹Å¸Î         	20130627	    8.52	    8.58	    8.51	    8.54	        3179
1417   	¹Å¸Î         	20130628	    8.59	    8.62	    8.55	    8.56	        4834
1417   	¹Å¸Î         	20130701	    8.52	    8.64	    8.49	    8.60	        4150
1417   	¹Å¸Î         	20130702	    8.60	    8.73	    8.60	    8.66	        4489
1417   	¹Å¸Î         	20130703	    8.69	    8.73	    8.64	    8.69	       10889
1417   	¹Å¸Î         	20130704	    8.70	    8.78	    8.70	    8.70	        6987
1417   	¹Å¸Î         	20130705	    8.77	    8.80	    8.72	    8.77	        7121
1417   	¹Å¸Î         	20130708	    8.79	    8.83	    8.76	    8.77	        5043
1417   	¹Å¸Î         	20130709	    8.82	    8.82	    8.71	    8.77	        3432
1417   	¹Å¸Î         	20130710	    8.78	    8.82	    8.73	    8.77	       11581
1417   	¹Å¸Î         	20130711	    8.79	    8.83	    8.74	    8.76	       11867
1417   	¹Å¸Î         	20130712	    8.82	    8.82	    8.76	    8.79	        8725
1417   	¹Å¸Î         	20130715	    8.79	    8.88	    8.79	    8.79	       28181
1417   	¹Å¸Î         	20130716	    8.84	    8.90	    8.81	    8.86	       12376
1417   	¹Å¸Î         	20130717	    8.89	    8.95	    8.87	    8.87	        6416
1417   	¹Å¸Î         	20130718	    8.91	    8.91	    8.80	    8.84	        6508
1417   	¹Å¸Î         	20130719	    8.84	    8.87	    8.80	    8.80	        5584
1417   	¹Å¸Î         	20130722	    8.80	    8.91	    8.80	    8.86	        5768
1417   	¹Å¸Î         	20130723	    8.89	    8.97	    8.86	    8.90	       12012
1417   	¹Å¸Î         	20130724	    8.90	    8.97	    8.83	    8.85	        7722
1417   	¹Å¸Î         	20130725	    8.85	    8.91	    8.83	    8.88	        7105
1417   	¹Å¸Î         	20130726	    8.88	    8.94	    8.87	    8.91	        6339
1417   	¹Å¸Î         	20130729	    8.93	    8.93	    8.82	    8.85	        3842
1417   	¹Å¸Î         	20130730	    8.81	    8.87	    8.81	    8.85	        5499
1417   	¹Å¸Î         	20130731	    8.84	    8.87	    8.81	    8.82	        2403
1417   	¹Å¸Î         	20130801	    8.82	    8.88	    8.79	    8.80	        9840
1417   	¹Å¸Î         	20130802	    8.86	    8.87	    8.80	    8.82	        4415
1417   	¹Å¸Î         	20130805	    8.81	    8.87	    8.80	    8.82	        6665
1417   	¹Å¸Î         	20130806	    8.81	    8.83	    8.74	    8.80	        4777
1417   	¹Å¸Î         	20130807	    8.74	    8.84	    8.70	    8.78	        5604
1417   	¹Å¸Î         	20130808	    8.74	    8.88	    8.73	    8.81	        5638
1417   	¹Å¸Î         	20130809	    8.79	    8.88	    8.76	    8.80	        5109
1417   	¹Å¸Î         	20130812	    8.80	    8.80	    8.74	    8.75	        1420
1417   	¹Å¸Î         	20130813	    8.77	    8.77	    8.73	    8.75	        1592
1417   	¹Å¸Î         	20130814	    8.72	    8.73	    8.61	    8.62	        7077
1417   	¹Å¸Î         	20130815	    8.50	    8.63	    8.50	    8.55	        9043
1417   	¹Å¸Î         	20130816	    8.50	    8.55	    8.50	    8.52	        3119
1417   	¹Å¸Î         	20130819	    8.50	    8.52	    8.38	    8.40	        8425
1417   	¹Å¸Î         	20130820	    8.40	    8.43	    8.38	    8.38	        4507
1417   	¹Å¸Î         	20130822	    8.38	    8.42	    8.35	    8.41	        3186
1417   	¹Å¸Î         	20130823	    8.45	    8.45	    8.39	    8.40	        3444
1417   	¹Å¸Î         	20130826	    8.48	    8.48	    8.38	    8.42	        2608
1417   	¹Å¸Î         	20130827	    8.45	    8.45	    8.35	    8.35	        2599
1417   	¹Å¸Î         	20130828	    8.35	    8.35	    8.19	    8.19	        6147
1417   	¹Å¸Î         	20130829	    8.29	    8.30	    8.17	    8.20	        8844
1417   	¹Å¸Î         	20130830	    8.20	    8.26	    8.17	    8.25	        6690
1417   	¹Å¸Î         	20130902	    8.28	    8.37	    8.25	    8.31	        6573
1417   	¹Å¸Î         	20130903	    8.40	    8.46	    8.33	    8.45	        5527
1417   	¹Å¸Î         	20130904	    8.45	    8.48	    8.37	    8.37	        3778
1417   	¹Å¸Î         	20130905	    8.40	    8.47	    8.38	    8.38	        6777
1417   	¹Å¸Î         	20130906	    8.42	    8.48	    8.40	    8.40	        3782
1417   	¹Å¸Î         	20130909	    8.40	    8.46	    8.36	    8.41	        4661
1417   	¹Å¸Î         	20130910	    8.45	    8.47	    8.40	    8.41	        1715
1417   	¹Å¸Î         	20130911	    8.42	    8.42	    8.31	    8.33	        2758
1417   	¹Å¸Î         	20130912	    8.31	    8.39	    8.31	    8.34	        3282
1417   	¹Å¸Î         	20130913	    8.34	    8.39	    8.30	    8.30	        2429
1417   	¹Å¸Î         	20130914	    8.34	    8.36	    8.31	    8.32	        3517
1417   	¹Å¸Î         	20130916	    8.37	    8.37	    8.33	    8.34	        2425
1417   	¹Å¸Î         	20130917	    8.34	    8.35	    8.30	    8.30	        1748
1417   	¹Å¸Î         	20130918	    8.30	    8.32	    8.28	    8.32	        2598
1417   	¹Å¸Î         	20130923	    8.32	    8.40	    8.30	    8.40	        5503
1417   	¹Å¸Î         	20130924	    8.36	    8.48	    8.36	    8.48	        7026
1417   	¹Å¸Î         	20130925	    8.49	    8.67	    8.45	    8.61	       13340
1417   	¹Å¸Î         	20130926	    8.61	    8.71	    8.56	    8.56	        9660
1417   	¹Å¸Î         	20130927	    8.57	    8.59	    8.55	    8.55	        3825
1417   	¹Å¸Î         	20130930	    8.55	    8.57	    8.48	    8.51	        4015
1417   	¹Å¸Î         	20131001	    8.53	    8.72	    8.53	    8.57	       11271
1417   	¹Å¸Î         	20131002	    8.59	    8.92	    8.59	    8.87	       19097
1417   	¹Å¸Î         	20131003	    8.88	    8.98	    8.87	    8.89	       22524
1417   	¹Å¸Î         	20131004	    8.89	    8.94	    8.84	    8.85	        9997
1417   	¹Å¸Î         	20131007	    8.86	    9.12	    8.86	    9.00	       32629
1417   	¹Å¸Î         	20131008	    9.00	    9.22	    8.97	    9.00	       53388
1417   	¹Å¸Î         	20131009	    8.98	    8.98	    8.84	    8.90	       10793
1417   	¹Å¸Î         	20131011	    8.94	    8.97	    8.70	    8.70	       12498
1417   	¹Å¸Î         	20131014	    8.78	    8.78	    8.63	    8.64	        9939
1417   	¹Å¸Î         	20131015	    8.64	    8.98	    8.64	    8.91	       16740
1417   	¹Å¸Î         	20131016	    8.94	    8.94	    8.75	    8.75	        7551
1417   	¹Å¸Î         	20131017	    8.91	    8.91	    8.78	    8.81	        6127
1417   	¹Å¸Î         	20131018	    8.81	    8.95	    8.79	    8.89	        9643
1417   	¹Å¸Î         	20131021	    8.94	    8.95	    8.79	    8.80	        4802
1417   	¹Å¸Î         	20131022	    8.79	    8.85	    8.76	    8.76	        3574
1417   	¹Å¸Î         	20131023	    8.76	    8.82	    8.76	    8.77	        3131
1417   	¹Å¸Î         	20131024	    8.74	    8.85	    8.74	    8.80	        2209
1417   	¹Å¸Î         	20131025	    8.79	    8.80	    8.72	    8.74	        4063
1417   	¹Å¸Î         	20131028	    8.84	    8.84	    8.75	    8.75	        1851
1417   	¹Å¸Î         	20131029	    8.79	    8.83	    8.69	    8.70	        3964
1417   	¹Å¸Î         	20131030	    8.74	    8.76	    8.70	    8.71	        4185
1417   	¹Å¸Î         	20131031	    8.71	    8.73	    8.65	    8.65	        6126
1417   	¹Å¸Î         	20131101	    8.69	    8.69	    8.50	    8.57	        5940
1417   	¹Å¸Î         	20131104	    8.56	    8.56	    8.43	    8.47	        4040
1417   	¹Å¸Î         	20131105	    8.47	    8.49	    8.39	    8.39	        4334
1417   	¹Å¸Î         	20131106	    8.37	    8.43	    8.31	    8.42	        4211
1417   	¹Å¸Î         	20131107	    8.42	    8.46	    8.41	    8.43	        3855
1417   	¹Å¸Î         	20131108	    8.40	    8.42	    8.32	    8.33	        4394
1417   	¹Å¸Î         	20131111	    8.39	    8.42	    8.33	    8.36	        2085
1417   	¹Å¸Î         	20131112	    8.40	    8.44	    8.35	    8.35	        2721
1417   	¹Å¸Î         	20131113	    8.30	    8.35	    8.25	    8.30	        4666
1417   	¹Å¸Î         	20131114	    8.35	    8.36	    8.26	    8.30	        2510
1417   	¹Å¸Î         	20131115	    8.31	    8.36	    8.20	    8.25	        8653
1417   	¹Å¸Î         	20131118	    8.25	    8.34	    8.22	    8.22	        5170
1417   	¹Å¸Î         	20131119	    8.22	    8.26	    8.18	    8.21	        8832
1417   	¹Å¸Î         	20131120	    8.21	    8.65	    8.21	    8.50	       26906
1417   	¹Å¸Î         	20131121	    8.50	    8.50	    8.27	    8.32	       10664
1417   	¹Å¸Î         	20131122	    8.32	    8.39	    8.20	    8.20	        8369
1417   	¹Å¸Î         	20131125	    8.33	    8.38	    8.25	    8.26	        7769
1417   	¹Å¸Î         	20131126	    8.22	    8.32	    8.22	    8.28	        3393
1417   	¹Å¸Î         	20131127	    8.30	    8.32	    8.19	    8.25	       10480
1417   	¹Å¸Î         	20131128	    8.27	    8.40	    8.25	    8.28	       20509
1417   	¹Å¸Î         	20131129	    8.30	    8.38	    8.29	    8.31	        7353
1417   	¹Å¸Î         	20131202	    8.32	    8.35	    8.28	    8.28	        6728
1417   	¹Å¸Î         	20131203	    8.30	    8.34	    8.29	    8.29	        4718
1417   	¹Å¸Î         	20131204	    8.32	    8.39	    8.30	    8.33	        9611
1417   	¹Å¸Î         	20131205	    8.38	    8.38	    8.25	    8.25	        5951
1417   	¹Å¸Î         	20131206	    8.27	    8.33	    8.26	    8.29	        3475
1417   	¹Å¸Î         	20131209	    8.31	    8.36	    8.26	    8.27	        7589
1417   	¹Å¸Î         	20131210	    8.29	    8.52	    8.28	    8.52	       28601
1417   	¹Å¸Î         	20131211	    8.79	    8.79	    8.55	    8.55	       59496
1417   	¹Å¸Î         	20131212	    8.50	    8.52	    8.40	    8.42	       13040
1417   	¹Å¸Î         	20131213	    8.42	    8.47	    8.42	    8.43	        5141
1417   	¹Å¸Î         	20131216	    8.36	    8.43	    8.35	    8.35	        6608
1417   	¹Å¸Î         	20131217	    8.38	    8.67	    8.36	    8.47	       20818
1417   	¹Å¸Î         	20131218	    8.47	    8.57	    8.47	    8.48	        4584
1417   	¹Å¸Î         	20131219	    8.50	    8.55	    8.44	    8.44	        6007
1417   	¹Å¸Î         	20131220	    8.49	    8.56	    8.47	    8.50	        6493
1417   	¹Å¸Î         	20131223	    8.59	    8.64	    8.50	    8.51	       13346
1417   	¹Å¸Î         	20131224	    8.56	    8.56	    8.45	    8.46	        6836
1417   	¹Å¸Î         	20131225	    8.50	    8.52	    8.44	    8.45	        5167
1417   	¹Å¸Î         	20131226	    8.52	    8.57	    8.46	    8.48	       11052
1417   	¹Å¸Î         	20131227	    8.55	    8.55	    8.48	    8.48	        7578
1417   	¹Å¸Î         	20131230	    8.48	    8.54	    8.47	    8.51	       10427
1417   	¹Å¸Î         	20131231	    8.53	    8.54	    8.46	    8.47	        6496
1417   	¹Å¸Î         	20140102	    8.48	    8.60	    8.48	    8.59	       22919
1417   	¹Å¸Î         	20140103	    8.74	    8.84	    8.64	    8.69	       75246
1417   	¹Å¸Î         	20140106	    8.79	    8.79	    8.59	    8.59	       13019
1417   	¹Å¸Î         	20140107	    8.59	    8.69	    8.55	    8.61	       11146
1417   	¹Å¸Î         	20140108	    8.63	    8.67	    8.59	    8.61	       11852
1417   	¹Å¸Î         	20140109	    8.62	    8.64	    8.52	    8.54	       14069
1417   	¹Å¸Î         	20140110	    8.53	    8.69	    8.53	    8.69	       15848
1417   	¹Å¸Î         	20140113	    8.78	    8.81	    8.70	    8.78	       43493
1417   	¹Å¸Î         	20140114	    8.73	    8.77	    8.60	    8.61	       16236
1417   	¹Å¸Î         	20140115	    8.65	    8.65	    8.59	    8.60	        9400
1417   	¹Å¸Î         	20140116	    8.61	    8.67	    8.57	    8.58	        9275
1417   	¹Å¸Î         	20140117	    8.58	    8.66	    8.55	    8.55	        6982
1417   	¹Å¸Î         	20140120	    8.55	    8.57	    8.48	    8.50	        9559
1417   	¹Å¸Î         	20140121	    8.50	    8.64	    8.43	    8.55	       29966
1417   	¹Å¸Î         	20140122	    8.55	    8.55	    8.48	    8.49	        6065
1417   	¹Å¸Î         	20140123	    8.49	    8.54	    8.40	    8.41	        9014
1417   	¹Å¸Î         	20140124	    8.41	    8.41	    8.32	    8.33	        8089
1417   	¹Å¸Î         	20140127	    8.30	    8.31	    8.23	    8.27	        7958
1417   	¹Å¸Î         	20140205	    8.20	    8.24	    8.20	    8.22	        6214
1417   	¹Å¸Î         	20140206	    8.23	    8.45	    8.23	    8.43	        9662
1417   	¹Å¸Î         	20140207	    8.45	    8.46	    8.30	    8.35	        7451
1417   	¹Å¸Î         	20140210	    8.42	    8.44	    8.31	    8.32	        9868
1417   	¹Å¸Î         	20140211	    8.42	    8.42	    8.33	    8.36	        3877
1417   	¹Å¸Î         	20140212	    8.43	    8.43	    8.34	    8.37	        5657
1417   	¹Å¸Î         	20140213	    8.40	    8.42	    8.35	    8.39	        6743
1417   	¹Å¸Î         	20140214	    8.40	    8.43	    8.36	    8.36	        6799
1417   	¹Å¸Î         	20140217	    8.42	    8.42	    8.25	    8.26	        6720
1417   	¹Å¸Î         	20140218	    8.26	    8.31	    8.23	    8.25	        4727
1417   	¹Å¸Î         	20140219	    8.31	    8.34	    8.26	    8.30	        5139
1417   	¹Å¸Î         	20140220	    8.30	    8.32	    8.23	    8.26	        6054
1417   	¹Å¸Î         	20140221	    8.27	    8.35	    8.27	    8.33	        6028
1417   	¹Å¸Î         	20140224	    8.33	    8.34	    8.24	    8.27	        7580
1417   	¹Å¸Î         	20140225	    8.30	    8.33	    8.27	    8.29	        4312
1417   	¹Å¸Î         	20140226	    8.30	    8.36	    8.26	    8.31	       10212
1417   	¹Å¸Î         	20140227	    8.31	    8.35	    8.25	    8.27	       10197
1417   	¹Å¸Î         	20140303	    8.27	    8.29	    8.24	    8.24	        5687
1417   	¹Å¸Î         	20140304	    8.24	    8.27	    8.23	    8.23	        4043
1417   	¹Å¸Î         	20140305	    8.25	    8.26	    8.23	    8.23	        9990
1417   	¹Å¸Î         	20140306	    8.23	    8.29	    8.21	    8.21	        8786
1417   	¹Å¸Î         	20140307	    8.22	    8.28	    8.20	    8.21	        8290
1417   	¹Å¸Î         	20140310	    8.21	    8.27	    8.20	    8.21	        3387
1417   	¹Å¸Î         	20140311	    8.25	    8.26	    8.18	    8.20	        5564
1417   	¹Å¸Î         	20140312	    8.20	    8.35	    8.20	    8.27	       12770
1417   	¹Å¸Î         	20140313	    8.29	    8.31	    8.21	    8.21	        6562
1417   	¹Å¸Î         	20140314	    8.21	    8.24	    8.18	    8.19	        6202
1417   	¹Å¸Î         	20140317	    8.19	    8.21	    8.18	    8.20	        3863
1417   	¹Å¸Î         	20140318	    8.22	    8.23	    8.19	    8.19	        5509
1417   	¹Å¸Î         	20140319	    8.20	    8.29	    8.20	    8.21	        6954
1417   	¹Å¸Î         	20140320	    8.18	    8.20	    8.13	    8.13	        5878
1417   	¹Å¸Î         	20140321	    8.13	    8.15	    8.08	    8.11	        6951
1417   	¹Å¸Î         	20140324	    8.11	    8.11	    7.97	    8.06	        5449
1417   	¹Å¸Î         	20140325	    8.01	    8.13	    8.01	    8.11	        2786
1417   	¹Å¸Î         	20140326	    8.06	    8.14	    8.06	    8.09	        3878
1417   	¹Å¸Î         	20140327	    8.17	    8.25	    8.11	    8.23	        6773
1417   	¹Å¸Î         	20140328	    8.23	    8.30	    8.18	    8.18	        7047
1417   	¹Å¸Î         	20140331	    8.24	    8.30	    8.20	    8.27	        6924
1417   	¹Å¸Î         	20140401	    8.27	    8.32	    8.25	    8.28	       10511
1417   	¹Å¸Î         	20140402	    8.30	    8.31	    8.26	    8.26	        5887
